Locus	Allele	Group.0	Group.1
B	HLA-Bw0-0-17-0-36-0-27-0-2-0-26-0-1-0-0	0.00239	0.00122
B	HLA-Bw0-0-18-0-41-0-28-0-9-0-27-0-14-0-0	0	0.00122
B	HLA-Bw0-0-2-0-24-0-15-0-1-0-16-0-4-0-0	0.01074	0.00852
B	HLA-Bw0-0-2-0-24-0-15-0-1-0-5-0-4-0-0	0.01909	0.00852
B	HLA-Bw0-0-2-0-24-0-32-0-1-0-5-0-4-0-0	0.00119	0
B	HLA-Bw0-0-2-0-3-0-2-0-1-0-2-0-2-0-0	0.09308	0.12409
B	HLA-Bw0-0-2-0-35-0-15-0-1-0-5-0-4-0-0	0.00716	0.00852
B	HLA-Bw0-0-3-0-5-0-4-0-2-0-4-0-1-0-0	0.03222	0.01703
B	HLA-Bw0-0-4-0-6-0-5-0-1-0-5-0-4-0-0	0.01313	0.00852
B	HLA-Bw0-0-4-0-7-0-5-0-1-0-5-0-4-0-0	0.02983	0.02433
B	HLA-Bw0-0-5-0-18-0-11-0-7-0-12-0-1-0-0	0.01909	0.02676
B	HLA-Bw0-0-5-0-19-0-9-0-6-0-13-0-6-0-0	0.03938	0.03163
B	HLA-Bw0-0-5-0-19-0-9-0-6-0-14-0-6-0-0	0.01432	0.0146
B	HLA-Bw0-0-5-0-8-0-6-0-3-0-7-0-1-0-0	0.06086	0.06204
B	HLA-Bw0-0-7-0-8-0-6-0-3-0-66-0-1-0-0	0.00119	0
B	HLA-Bw0-0-8-0-11-0-6-0-3-0-9-0-1-0-0	0	0.00122
B	HLA-Bw0-0-8-0-13-0-6-0-3-0-7-0-1-0-0	0.00477	0.00852
B	HLA-Bw0-0-9-0-18-0-11-0-2-0-11-0-1-0-0	0.06444	0.07664
B	HLA-Bw0-0-9-0-18-0-12-0-2-0-12-0-1-0-0	0.00119	0
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-0	0.07518	0.05231
DRB1	HLA-DRB1w0-0-108-0-962-0-30-0-8-0-16-0-0	0.02267	0.01095
DRB1	HLA-DRB1w0-0-109-0-13-0-18-0-2-0-3-0-0	0.00119	0
DRB1	HLA-DRB1w0-0-11-0-14-0-19-0-3-0-4-0-0	0.09785	0.05109
DRB1	HLA-DRB1w0-0-13-0-16-0-20-0-3-0-6-0-0	0.00597	0.00487
DRB1	HLA-DRB1w0-0-14-0-17-0-20-0-3-0-4-0-0	0.00716	0.0073
DRB1	HLA-DRB1w0-0-15-0-18-0-21-0-4-0-7-0-0	0.13962	0.08516
DRB1	HLA-DRB1w0-0-18-0-20-0-22-0-5-0-10-0-0	0.00239	0.00365
DRB1	HLA-DRB1w0-0-20-0-22-0-24-0-7-0-12-0-0	0.00955	0.00852
DRB1	HLA-DRB1w0-0-22-0-24-0-25-0-8-0-3-0-0	0.06921	0.04623
DRB1	HLA-DRB1w0-0-22-0-28-0-25-0-8-0-3-0-0	0.00716	0.00852
DRB1	HLA-DRB1w0-0-22-0-29-0-25-0-8-0-3-0-0	0.04177	0.02555
DRB1	HLA-DRB1w0-0-25-0-27-0-25-0-8-0-3-0-0	0.00239	0
DRB1	HLA-DRB1w0-0-26-0-30-0-26-0-9-0-13-0-0	0.01671	0.00973
DRB1	HLA-DRB1w0-0-30-0-34-0-27-0-8-0-15-0-0	0.05489	0.04866
DRB1	HLA-DRB1w0-0-31-0-36-0-28-0-8-0-15-0-0	0.04057	0.04136
DRB1	HLA-DRB1w0-0-34-0-40-0-31-0-11-0-17-0-0	0.10263	0.30779
DRB1	HLA-DRB1w0-0-36-0-43-0-32-0-11-0-18-0-0	0.00955	0.00973
DRB1	HLA-DRB1w0-0-39-0-46-0-33-0-13-0-20-0-0	0.02148	0.0219
DRB1	HLA-DRB1w0-0-39-0-47-0-33-0-13-0-21-0-0	0.00477	0.00122
DRB1	HLA-DRB1w0-0-6-0-9-0-16-0-1-0-1-0-0	0.10263	0.04501
DRB1	HLA-DRB1w0-0-7-0-10-0-17-0-1-0-2-0-0	0.01551	0.00973
DRB1	HLA-DRB1w0-0-8-0-11-0-16-0-1-0-1-0-0	0.01074	0.0146
DRB1	HLA-DRB1w0-0-9-0-12-0-18-0-2-0-3-0-0	0.09547	0.1472
DRB1	HLA-DRB1w0-0-91-0-943-0-19-0-3-0-6-0-0	0.03222	0.02798
