Locus	Allele	Group.0	Group.1
DQB1	HLA-DQB1w0-0-11-0-0-0-0-0-0-0-0-0-0	0.05935	0.08511
DQB1	HLA-DQB1w0-0-12-0-0-0-0-0-0-0-0-0-0	0.04599	0.07181
DQB1	HLA-DQB1w0-0-2-0-0-0-0-0-0-0-0-0-0	0.11276	0.07447
DQB1	HLA-DQB1w0-0-20-0-0-0-0-0-0-0-0-0-0	0.00445	0
DQB1	HLA-DQB1w0-0-22-0-0-0-0-0-0-0-0-0-0	0.03264	0.01862
DQB1	HLA-DQB1w0-0-3-0-0-0-0-0-0-0-0-0-0	0.24332	0.21809
DQB1	HLA-DQB1w0-0-5-0-0-0-0-0-0-0-0-0-0	0.1276	0.10372
DQB1	HLA-DQB1w0-0-6-0-0-0-0-0-0-0-0-0-0	0.04451	0.02926
DQB1	HLA-DQB1w0-0-7-0-0-0-0-0-0-0-0-0-0	0.18101	0.14894
DQB1	HLA-DQB1w0-0-8-0-0-0-0-0-0-0-0-0-0	0.02522	0.02128
DQB1	HLA-DQB1w0-0-9-0-0-0-0-0-0-0-0-0-0	0.01187	0.01064
DPB1	HLA-DPB1w0-0-10-0-0-0-0-0-0-0-0	0.03709	0.04255
DPB1	HLA-DPB1w0-0-16-0-0-0-0-0-0-0-0	0.04303	0.06649
DPB1	HLA-DPB1w0-0-17-0-0-0-0-0-0-0-0	0.00148	0
DPB1	HLA-DPB1w0-0-29-0-0-0-0-0-0-0-0	0.02226	0.0133
DPB1	HLA-DPB1w0-0-3-0-0-0-0-0-0-0-0	0.16914	0.13298
DPB1	HLA-DPB1w0-0-4-0-0-0-0-0-0-0-0	0.12463	0.14096
DPB1	HLA-DPB1w0-0-5-0-0-0-0-0-0-0-0	0.39318	0.4016
DPB1	HLA-DPB1w0-0-56-0-0-0-0-0-0-0-0	0.00445	0.00266
DPB1	HLA-DPB1w0-0-6-0-0-0-0-0-0-0-0	0.14095	0.12766
DPB1	HLA-DPB1w0-0-60-0-0-0-0-0-0-0-0	0.02077	0.00266
DPB1	HLA-DPB1w0-0-62-0-0-0-0-0-0-0-0	0.01484	0.01862
DPB1	HLA-DPB1w0-0-64-0-0-0-0-0-0-0-0	0.00445	0.0133
DPB1	HLA-DPB1w0-0-65-0-0-0-0-0-0-0-0	0.01484	0.01862
DPB1	HLA-DPB1w0-0-68-0-0-0-0-0-0-0-0	0.0089	0.0133
