Locus	Allele	Group.0	Group.1
DRB1	HLA-DRB1w0-0-6-0-0-0-0-0-0-0-0-0-0	0.10263	0.04501
DRB1	HLA-DRB1w0-0-7-0-0-0-0-0-0-0-0-0-0	0.01551	0.00973
DRB1	HLA-DRB1w0-0-8-0-0-0-0-0-0-0-0-0-0	0.01074	0.0146
DRB1	HLA-DRB1w0-0-9-0-0-0-0-0-0-0-0-0-0	0.09547	0.1472
DRB1	HLA-DRB1w0-0-91-0-0-0-0-0-0-0-0-0-0	0.03222	0.02798
DRB1	HLA-DRB1w0-0-92-0-0-0-0-0-0-0-0-0-0	0.00716	0.00608
DRB1	HLA-DRB1w0-0-99-0-0-0-0-0-0-0-0-0-0	0.00358	0.00487
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-0	0.00239	0.00122
DQB1	HLA-DQB1w0-0-1-0-0-0-0-0-0-0-0-0-0	0.09547	0.1472
DQB1	HLA-DQB1w0-0-10-0-0-0-0-0-0-0-0-0-0	0.09547	0.29684
DQB1	HLA-DQB1w0-0-11-0-0-0-0-0-0-0-0-0-0	0.06086	0.05596
DQB1	HLA-DQB1w0-0-12-0-0-0-0-0-0-0-0-0-0	0.03938	0.04258
DQB1	HLA-DQB1w0-0-2-0-0-0-0-0-0-0-0-0-0	0.10263	0.06326
DQB1	HLA-DQB1w0-0-20-0-0-0-0-0-0-0-0-0-0	0.00358	0
DQB1	HLA-DQB1w0-0-22-0-0-0-0-0-0-0-0-0-0	0.02983	0.01582
DQB1	HLA-DQB1w0-0-3-0-0-0-0-0-0-0-0-0-0	0.22196	0.15207
DQB1	HLA-DQB1w0-0-5-0-0-0-0-0-0-0-0-0-0	0.11217	0.07421
DQB1	HLA-DQB1w0-0-6-0-0-0-0-0-0-0-0-0-0	0.03938	0.03041
DQB1	HLA-DQB1w0-0-7-0-0-0-0-0-0-0-0-0-0	0.16348	0.09854
DQB1	HLA-DQB1w0-0-8-0-0-0-0-0-0-0-0-0-0	0.02267	0.01095
DQB1	HLA-DQB1w0-0-9-0-0-0-0-0-0-0-0-0-0	0.01074	0.01095
DPB1	HLA-DPB1w0-0-0-0-0-0-0-0-0-0-0	0.00119	0
DPB1	HLA-DPB1w0-0-10-0-0-0-0-0-0-0-0	0.03699	0.03771
DPB1	HLA-DPB1w0-0-16-0-0-0-0-0-0-0-0	0.03699	0.0438
DPB1	HLA-DPB1w0-0-17-0-0-0-0-0-0-0-0	0.00119	0
DPB1	HLA-DPB1w0-0-29-0-0-0-0-0-0-0-0	0.02029	0.02068
DPB1	HLA-DPB1w0-0-3-0-0-0-0-0-0-0-0	0.15871	0.12895
DPB1	HLA-DPB1w0-0-4-0-0-0-0-0-0-0-0	0.11933	0.13504
DPB1	HLA-DPB1w0-0-5-0-0-0-0-0-0-0-0	0.43079	0.4635
DPB1	HLA-DPB1w0-0-56-0-0-0-0-0-0-0-0	0.00358	0.00365
DPB1	HLA-DPB1w0-0-6-0-0-0-0-0-0-0-0	0.13365	0.10949
DPB1	HLA-DPB1w0-0-60-0-0-0-0-0-0-0-0	0.01909	0.00852
DPB1	HLA-DPB1w0-0-62-0-0-0-0-0-0-0-0	0.01313	0.0146
DPB1	HLA-DPB1w0-0-64-0-0-0-0-0-0-0-0	0.00358	0.00852
DPB1	HLA-DPB1w0-0-65-0-0-0-0-0-0-0-0	0.01313	0.01095
DPB1	HLA-DPB1w0-0-68-0-0-0-0-0-0-0-0	0.00835	0.00973
DPB1	HLA-DPB1w0-0-69-0-0-0-0-0-0-0-0	0	0.00122
DPB1	HLA-DPB1w0-0-7-0-0-0-0-0-0-0-0	0	0.00122
